id,ime,ocena,vstopnina,za_otroke,mesto_id
1291,Otroška ustvarjalna delavnica – Barranco de Loba,3,DA,DA,97
1292,Degustacija lokalnih jedi – Antes,5,DA,NE,98
1293,Ulična kulinarična tura – Antes,3,DA,NE,98
1294,Ogled verske dediščine – Antes,4,NE,DA,98
1295,Izlet v naravo v okolici mesta – Foros de Salvaterra,3,NE,DA,99
1296,Arhitekturni sprehod – Foros de Salvaterra,4,NE,DA,99
1297,Piknik v mestnem parku – Foros de Salvaterra,5,NE,DA,99
1298,Interaktivni znanstveni center – Oemofa,4,DA,DA,100
1299,Obisk mestne knjižnice – Oemofa,5,NE,DA,100
1300,Sprehod skozi mestni park – Oemofa,3,NE,DA,100
1301,Obisk kulturnega centra – Guling,5,DA,DA,101
1302,Delavnica tradicionalnih obrti – Guling,3,DA,DA,101
1303,Razgledna točka in fotografiranje – Guling,4,NE,DA,101
1304,Ogled mestnih znamenitosti ponoči – Zākhū,3,DA,NE,102
1305,Delavnica lokalne kulinarike – Zākhū,4,DA,DA,102
1306,Plovba po reki ali jezeru – Zākhū,5,DA,DA,102
1307,Obisk zgodovinskega muzeja – Mushu,4,DA,DA,103
1308,Obisk umetniške galerije – Mushu,5,DA,DA,103
1309,Raziskovanje lokalnih obrti – Mushu,3,DA,DA,103
1310,Obisk živalskega vrta – Borzoy,5,DA,DA,104
1311,Ogled športnega objekta – Borzoy,3,DA,DA,104
1312,Vožnja s turističnim avtobusom – Borzoy,4,DA,DA,104
1313,Obisk botaničnega vrta – Qiaolin,3,DA,DA,105
1314,Večerni razgled na mesto – Qiaolin,4,NE,DA,105
1315,Pokušina lokalnih sladic – Qiaolin,5,DA,DA,105
1316,Obisk akvarija – Ramat HaSharon,4,DA,DA,106
1317,Obisk lokalnega sejma – Ramat HaSharon,5,NE,DA,106
1318,Ogled lokalne tržnice – Ramat HaSharon,3,NE,DA,106
1319,Voden pohod po okolici – Melgar,5,NE,DA,107
1320,Voden ogled starega mestnega jedra – Melgar,3,NE,DA,107
1321,Ogled zgodovinskih zgradb – Melgar,4,NE,DA,107
1322,Obisk zgodovinske četrti – Yegor’yevsk,3,NE,DA,108
1323,Družinski ogled znamenitosti – Yegor’yevsk,4,DA,DA,108
1324,Koncert lokalne glasbe – Yegor’yevsk,5,DA,DA,108
1325,Kolesarski izlet po mestu – Chunmuying,4,NE,DA,109
1326,Vodena fotografska tura – Chunmuying,5,DA,NE,109
1327,Jutranji ogled mesta – Chunmuying,3,NE,DA,109
1328,Večerni kulturni sprehod – Gornorechenskiy,5,NE,NE,110
1329,Otroška ustvarjalna delavnica – Gornorechenskiy,3,DA,DA,110
1330,Sprehod ob reki – Gornorechenskiy,4,NE,DA,110
1331,Ulična kulinarična tura – Zbraslav,3,DA,NE,111
1332,Ogled verske dediščine – Zbraslav,4,NE,DA,111
1333,Vožnja z ladjico – Zbraslav,5,DA,DA,111
1334,Arhitekturni sprehod – Guazacapán,4,NE,DA,112
1335,Piknik v mestnem parku – Guazacapán,5,NE,DA,112
1336,Degustacija lokalnih jedi – Guazacapán,3,DA,NE,112
1337,Obisk mestne knjižnice – Shancheng,5,NE,DA,113
1338,Sprehod skozi mestni park – Shancheng,3,NE,DA,113
1339,Izlet v naravo v okolici mesta – Shancheng,4,NE,DA,113
1340,Delavnica tradicionalnih obrti – Bondokodi,3,DA,DA,114
1341,Razgledna točka in fotografiranje – Bondokodi,4,NE,DA,114
1342,Interaktivni znanstveni center – Bondokodi,5,DA,DA,114
1343,Delavnica lokalne kulinarike – Boston,4,DA,DA,115
1344,Plovba po reki ali jezeru – Boston,5,DA,DA,115
1345,Obisk kulturnega centra – Boston,3,DA,DA,115
1346,Obisk umetniške galerije – Suwalan,5,DA,DA,116
1347,Raziskovanje lokalnih obrti – Suwalan,3,DA,DA,116
1348,Ogled mestnih znamenitosti ponoči – Suwalan,4,DA,NE,116
1349,Ogled športnega objekta – Gobō,3,DA,DA,117
1350,Vožnja s turističnim avtobusom – Gobō,4,DA,DA,117
1351,Obisk zgodovinskega muzeja – Gobō,5,DA,DA,117
1352,Večerni razgled na mesto – Saparua,4,NE,DA,118
1353,Pokušina lokalnih sladic – Saparua,5,DA,DA,118
1354,Obisk živalskega vrta – Saparua,3,DA,DA,118
1355,Obisk lokalnega sejma – Osoyoos,5,NE,DA,119
1356,Ogled lokalne tržnice – Osoyoos,3,NE,DA,119
1357,Obisk botaničnega vrta – Osoyoos,4,DA,DA,119
1358,Voden ogled starega mestnega jedra – Bibirevo,3,NE,DA,120
1359,Ogled zgodovinskih zgradb – Bibirevo,4,NE,DA,120
1360,Obisk akvarija – Bibirevo,5,DA,DA,120
1361,Družinski ogled znamenitosti – Fontinha,4,DA,DA,121
1362,Koncert lokalne glasbe – Fontinha,5,DA,DA,121
1363,Voden pohod po okolici – Fontinha,3,NE,DA,121
1364,Vodena fotografska tura – Lat Lum Kaeo,5,DA,NE,122
1365,Jutranji ogled mesta – Lat Lum Kaeo,3,NE,DA,122
1366,Obisk zgodovinske četrti – Lat Lum Kaeo,4,NE,DA,122
1367,Otroška ustvarjalna delavnica – Panacan,3,DA,DA,123
1368,Sprehod ob reki – Panacan,4,NE,DA,123
1369,Kolesarski izlet po mestu – Panacan,5,NE,DA,123
1370,Ogled verske dediščine – Solânea,4,NE,DA,124
1371,Vožnja z ladjico – Solânea,5,DA,DA,124
1372,Večerni kulturni sprehod – Solânea,3,NE,NE,124
1373,Piknik v mestnem parku – Zhouyuan,5,NE,DA,125
1374,Degustacija lokalnih jedi – Zhouyuan,3,DA,NE,125
1375,Ulična kulinarična tura – Zhouyuan,4,DA,NE,125
1376,Sprehod skozi mestni park – Hongshan,3,NE,DA,126
1377,Izlet v naravo v okolici mesta – Hongshan,4,NE,DA,126
1378,Arhitekturni sprehod – Hongshan,5,NE,DA,126
1379,Razgledna točka in fotografiranje – Venda do Alcaide,4,NE,DA,127
1380,Interaktivni znanstveni center – Venda do Alcaide,5,DA,DA,127
1381,Obisk mestne knjižnice – Venda do Alcaide,3,NE,DA,127
1382,Plovba po reki ali jezeru – Iowa City,5,DA,DA,128
1383,Obisk kulturnega centra – Iowa City,3,DA,DA,128
1384,Delavnica tradicionalnih obrti – Iowa City,4,DA,DA,128
1385,Raziskovanje lokalnih obrti – Toutai,3,DA,DA,129
1386,Ogled mestnih znamenitosti ponoči – Toutai,4,DA,NE,129
1387,Delavnica lokalne kulinarike – Toutai,5,DA,DA,129
1388,Vožnja s turističnim avtobusom – Miraflores,4,DA,DA,130
1389,Obisk zgodovinskega muzeja – Miraflores,5,DA,DA,130
1390,Obisk umetniške galerije – Miraflores,3,DA,DA,130
1391,Pokušina lokalnih sladic – Goubangzi,5,DA,DA,131
1392,Obisk živalskega vrta – Goubangzi,3,DA,DA,131
1393,Ogled športnega objekta – Goubangzi,4,DA,DA,131
1394,Ogled lokalne tržnice – Mompós,3,NE,DA,132
1395,Obisk botaničnega vrta – Mompós,4,DA,DA,132
1396,Večerni razgled na mesto – Mompós,5,NE,DA,132
1397,Ogled zgodovinskih zgradb – Brzeźnica,4,NE,DA,133
1398,Obisk akvarija – Brzeźnica,5,DA,DA,133
1399,Obisk lokalnega sejma – Brzeźnica,3,NE,DA,133
1400,Koncert lokalne glasbe – Vasyl'evsky Ostrov,5,DA,DA,134
1401,Voden pohod po okolici – Vasyl'evsky Ostrov,3,NE,DA,134
1402,Voden ogled starega mestnega jedra – Vasyl'evsky Ostrov,4,NE,DA,134
1403,Jutranji ogled mesta – Panorama,3,NE,DA,135
1404,Obisk zgodovinske četrti – Panorama,4,NE,DA,135
1405,Družinski ogled znamenitosti – Panorama,5,DA,DA,135
1406,Sprehod ob reki – Pasirpanjang,4,NE,DA,136
1407,Kolesarski izlet po mestu – Pasirpanjang,5,NE,DA,136
1408,Vodena fotografska tura – Pasirpanjang,3,DA,NE,136
1409,Vožnja z ladjico – Shijak,5,DA,DA,137
1410,Večerni kulturni sprehod – Shijak,3,NE,NE,137
1411,Otroška ustvarjalna delavnica – Shijak,4,DA,DA,137
1412,Degustacija lokalnih jedi – Kortesjärvi,3,DA,NE,138
1413,Ulična kulinarična tura – Kortesjärvi,4,DA,NE,138
1414,Ogled verske dediščine – Kortesjärvi,5,NE,DA,138
1415,Izlet v naravo v okolici mesta – Ushuaia,4,NE,DA,139
1416,Arhitekturni sprehod – Ushuaia,5,NE,DA,139
1417,Piknik v mestnem parku – Ushuaia,3,NE,DA,139
1418,Interaktivni znanstveni center – Cola,5,DA,DA,140
1419,Obisk mestne knjižnice – Cola,3,NE,DA,140
1420,Sprehod skozi mestni park – Cola,4,NE,DA,140
1421,Obisk kulturnega centra – Ponong,3,DA,DA,141
1422,Delavnica tradicionalnih obrti – Ponong,4,DA,DA,141
1423,Razgledna točka in fotografiranje – Ponong,5,NE,DA,141
1424,Ogled mestnih znamenitosti ponoči – Del Pilar,4,DA,NE,142
1425,Delavnica lokalne kulinarike – Del Pilar,5,DA,DA,142
1426,Plovba po reki ali jezeru – Del Pilar,3,DA,DA,142
1427,Obisk zgodovinskega muzeja – Banjar Jagasatru,5,DA,DA,143
1428,Obisk umetniške galerije – Banjar Jagasatru,3,DA,DA,143
1429,Raziskovanje lokalnih obrti – Banjar Jagasatru,4,DA,DA,143
1430,Obisk živalskega vrta – Reszel,3,DA,DA,144
1431,Ogled športnega objekta – Reszel,4,DA,DA,144
1432,Vožnja s turističnim avtobusom – Reszel,5,DA,DA,144
1433,Obisk botaničnega vrta – Nartkala,4,DA,DA,145
1434,Večerni razgled na mesto – Nartkala,5,NE,DA,145
1435,Pokušina lokalnih sladic – Nartkala,3,DA,DA,145
1436,Obisk akvarija – Marondera,5,DA,DA,146
1437,Obisk lokalnega sejma – Marondera,3,NE,DA,146
1438,Ogled lokalne tržnice – Marondera,4,NE,DA,146
1439,Voden pohod po okolici – Kolomak,3,NE,DA,147
1440,Voden ogled starega mestnega jedra – Kolomak,4,NE,DA,147
1441,Ogled zgodovinskih zgradb – Kolomak,5,NE,DA,147
1442,Obisk zgodovinske četrti – Jinjing,4,NE,DA,148
1443,Družinski ogled znamenitosti – Jinjing,5,DA,DA,148
1444,Koncert lokalne glasbe – Jinjing,3,DA,DA,148
1445,Kolesarski izlet po mestu – Liandu,5,NE,DA,149
1446,Vodena fotografska tura – Liandu,3,DA,NE,149
1447,Jutranji ogled mesta – Liandu,4,NE,DA,149
1448,Večerni kulturni sprehod – Hammam Sousse,3,NE,NE,150
1449,Otroška ustvarjalna delavnica – Hammam Sousse,4,DA,DA,150
1450,Sprehod ob reki – Hammam Sousse,5,NE,DA,150
1451,Ulična kulinarična tura – Guanhães,4,DA,NE,151
1452,Ogled verske dediščine – Guanhães,5,NE,DA,151
1453,Vožnja z ladjico – Guanhães,3,DA,DA,151
1454,Arhitekturni sprehod – Bello,5,NE,DA,152
1455,Piknik v mestnem parku – Bello,3,NE,DA,152
1456,Degustacija lokalnih jedi – Bello,4,DA,NE,152
1457,Obisk mestne knjižnice – Samanco,3,NE,DA,153
1458,Sprehod skozi mestni park – Samanco,4,NE,DA,153
1459,Izlet v naravo v okolici mesta – Samanco,5,NE,DA,153
1460,Delavnica tradicionalnih obrti – Dyurtyuli,4,DA,DA,154
1461,Razgledna točka in fotografiranje – Dyurtyuli,5,NE,DA,154
1462,Interaktivni znanstveni center – Dyurtyuli,3,DA,DA,154
1463,Delavnica lokalne kulinarike – Karangpawitan,5,DA,DA,155
1464,Plovba po reki ali jezeru – Karangpawitan,3,DA,DA,155
1465,Obisk kulturnega centra – Karangpawitan,4,DA,DA,155
1466,Obisk umetniške galerije – Maracaju,3,DA,DA,156
1467,Raziskovanje lokalnih obrti – Maracaju,4,DA,DA,156
1468,Ogled mestnih znamenitosti ponoči – Maracaju,5,DA,NE,156
1469,Ogled športnega objekta – Amnat Charoen,4,DA,DA,157
1470,Vožnja s turističnim avtobusom – Amnat Charoen,5,DA,DA,157
1471,Obisk zgodovinskega muzeja – Amnat Charoen,3,DA,DA,157
1472,Večerni razgled na mesto – Oras,5,NE,DA,158
1473,Pokušina lokalnih sladic – Oras,3,DA,DA,158
1474,Obisk živalskega vrta – Oras,4,DA,DA,158
1475,Obisk lokalnega sejma – Lizhai,3,NE,DA,159
1476,Ogled lokalne tržnice – Lizhai,4,NE,DA,159
1477,Obisk botaničnega vrta – Lizhai,5,DA,DA,159
1478,Voden ogled starega mestnega jedra – Celendín,4,NE,DA,160
1479,Ogled zgodovinskih zgradb – Celendín,5,NE,DA,160
1480,Obisk akvarija – Celendín,3,DA,DA,160
1481,Družinski ogled znamenitosti – Tsyurupyns’k,5,DA,DA,161
1482,Koncert lokalne glasbe – Tsyurupyns’k,3,DA,DA,161
1483,Voden pohod po okolici – Tsyurupyns’k,4,NE,DA,161
1484,Vodena fotografska tura – Senta,3,DA,NE,162
1485,Jutranji ogled mesta – Senta,4,NE,DA,162
1486,Obisk zgodovinske četrti – Senta,5,NE,DA,162
1487,Otroška ustvarjalna delavnica – Lanas,4,DA,DA,163
1488,Sprehod ob reki – Lanas,5,NE,DA,163
1489,Kolesarski izlet po mestu – Lanas,3,NE,DA,163
1490,Ogled verske dediščine – Stara Kiszewa,5,NE,DA,164
1491,Vožnja z ladjico – Stara Kiszewa,3,DA,DA,164
1492,Večerni kulturni sprehod – Stara Kiszewa,4,NE,NE,164
1493,Piknik v mestnem parku – Barubandung,3,NE,DA,165
1494,Degustacija lokalnih jedi – Barubandung,4,DA,NE,165
1495,Ulična kulinarična tura – Barubandung,5,DA,NE,165
1496,Sprehod skozi mestni park – Bailizhou,4,NE,DA,166
1497,Izlet v naravo v okolici mesta – Bailizhou,5,NE,DA,166
1498,Arhitekturni sprehod – Bailizhou,3,NE,DA,166
1499,Razgledna točka in fotografiranje – Toupi,5,NE,DA,167
1500,Interaktivni znanstveni center – Toupi,3,DA,DA,167
1501,Obisk mestne knjižnice – Toupi,4,NE,DA,167
1502,Plovba po reki ali jezeru – Maracanaú,3,DA,DA,168
1503,Obisk kulturnega centra – Maracanaú,4,DA,DA,168
1504,Delavnica tradicionalnih obrti – Maracanaú,5,DA,DA,168
1505,Raziskovanje lokalnih obrti – Pensacola,4,DA,DA,169
1506,Ogled mestnih znamenitosti ponoči – Pensacola,5,DA,NE,169
1507,Delavnica lokalne kulinarike – Pensacola,3,DA,DA,169
1508,Vožnja s turističnim avtobusom – Shancheng,5,DA,DA,170
1509,Obisk zgodovinskega muzeja – Shancheng,3,DA,DA,170
1510,Obisk umetniške galerije – Shancheng,4,DA,DA,170
1511,Pokušina lokalnih sladic – Tangzi,3,DA,DA,171
1512,Obisk živalskega vrta – Tangzi,4,DA,DA,171
1513,Ogled športnega objekta – Tangzi,5,DA,DA,171
1514,Ogled lokalne tržnice – ‘Alīābād-e Katūl,4,NE,DA,172
1515,Obisk botaničnega vrta – ‘Alīābād-e Katūl,5,DA,DA,172
1516,Večerni razgled na mesto – ‘Alīābād-e Katūl,3,NE,DA,172
1517,Ogled zgodovinskih zgradb – Oekefan,5,NE,DA,173
1518,Obisk akvarija – Oekefan,3,DA,DA,173
1519,Obisk lokalnega sejma – Oekefan,4,NE,DA,173
1520,Koncert lokalne glasbe – Moulins,3,DA,DA,174
1521,Voden pohod po okolici – Moulins,4,NE,DA,174
1522,Voden ogled starega mestnega jedra – Moulins,5,NE,DA,174
1523,Jutranji ogled mesta – Irtyshskiy,4,NE,DA,175
1524,Obisk zgodovinske četrti – Irtyshskiy,5,NE,DA,175
1525,Družinski ogled znamenitosti – Irtyshskiy,3,DA,DA,175
1526,Sprehod ob reki – Singaraja,5,NE,DA,176
1527,Kolesarski izlet po mestu – Singaraja,3,NE,DA,176
1528,Vodena fotografska tura – Singaraja,4,DA,NE,176
1529,Vožnja z ladjico – Gedongmulyo,3,DA,DA,177
1530,Večerni kulturni sprehod – Gedongmulyo,4,NE,NE,177
1531,Otroška ustvarjalna delavnica – Gedongmulyo,5,DA,DA,177
1532,Degustacija lokalnih jedi – Ak’ordat,4,DA,NE,178
1533,Ulična kulinarična tura – Ak’ordat,5,DA,NE,178
1534,Ogled verske dediščine – Ak’ordat,3,NE,DA,178
1535,Izlet v naravo v okolici mesta – Xarardheere,5,NE,DA,179
1536,Arhitekturni sprehod – Xarardheere,3,NE,DA,179
1537,Piknik v mestnem parku – Xarardheere,4,NE,DA,179
1538,Interaktivni znanstveni center – Kholbon,3,DA,DA,180
1539,Obisk mestne knjižnice – Kholbon,4,NE,DA,180
1540,Sprehod skozi mestni park – Kholbon,5,NE,DA,180
1541,Obisk kulturnega centra – Filimonovo,4,DA,DA,181
1542,Delavnica tradicionalnih obrti – Filimonovo,5,DA,DA,181
1543,Razgledna točka in fotografiranje – Filimonovo,3,NE,DA,181
1544,Ogled mestnih znamenitosti ponoči – Toba Tek Singh,5,DA,NE,182
1545,Delavnica lokalne kulinarike – Toba Tek Singh,3,DA,DA,182
1546,Plovba po reki ali jezeru – Toba Tek Singh,4,DA,DA,182
1547,Obisk zgodovinskega muzeja – Prosperous,3,DA,DA,183
1548,Obisk umetniške galerije – Prosperous,4,DA,DA,183
1549,Raziskovanje lokalnih obrti – Prosperous,5,DA,DA,183
1550,Obisk živalskega vrta – Huancarqui,4,DA,DA,184
1551,Ogled športnega objekta – Huancarqui,5,DA,DA,184
1552,Vožnja s turističnim avtobusom – Huancarqui,3,DA,DA,184
1553,Obisk botaničnega vrta – Hatavch,5,DA,DA,185
1554,Večerni razgled na mesto – Hatavch,3,NE,DA,185
1555,Pokušina lokalnih sladic – Hatavch,4,DA,DA,185
1556,Obisk akvarija – Riba de Ave,3,DA,DA,186
1557,Obisk lokalnega sejma – Riba de Ave,4,NE,DA,186
1558,Ogled lokalne tržnice – Riba de Ave,5,NE,DA,186
1559,Voden pohod po okolici – Frankfort,4,NE,DA,187
1560,Voden ogled starega mestnega jedra – Frankfort,5,NE,DA,187
1561,Ogled zgodovinskih zgradb – Frankfort,3,NE,DA,187
1562,Obisk zgodovinske četrti – Lijiang,5,NE,DA,188
1563,Družinski ogled znamenitosti – Lijiang,3,DA,DA,188
1564,Koncert lokalne glasbe – Lijiang,4,DA,DA,188
1565,Kolesarski izlet po mestu – Novosin’kovo,3,NE,DA,189
1566,Vodena fotografska tura – Novosin’kovo,4,DA,NE,189
1567,Jutranji ogled mesta – Novosin’kovo,5,NE,DA,189
1568,Večerni kulturni sprehod – Fentange,4,NE,NE,190
1569,Otroška ustvarjalna delavnica – Fentange,5,DA,DA,190
1570,Sprehod ob reki – Fentange,3,NE,DA,190
1571,Ulična kulinarična tura – Xilin Hot,5,DA,NE,191
1572,Ogled verske dediščine – Xilin Hot,3,NE,DA,191
1573,Vožnja z ladjico – Xilin Hot,4,DA,DA,191
1574,Arhitekturni sprehod – La Paz,3,NE,DA,192
1575,Piknik v mestnem parku – La Paz,4,NE,DA,192
1576,Degustacija lokalnih jedi – La Paz,5,DA,NE,192
1577,Obisk mestne knjižnice – Kifrī,4,NE,DA,193
1578,Sprehod skozi mestni park – Kifrī,5,NE,DA,193
1579,Izlet v naravo v okolici mesta – Kifrī,3,NE,DA,193
1580,Delavnica tradicionalnih obrti – Akwanga,5,DA,DA,194
1581,Razgledna točka in fotografiranje – Akwanga,3,NE,DA,194
1582,Interaktivni znanstveni center – Akwanga,4,DA,DA,194
1583,Delavnica lokalne kulinarike – Bogolyubovo,3,DA,DA,195
1584,Plovba po reki ali jezeru – Bogolyubovo,4,DA,DA,195
1585,Obisk kulturnega centra – Bogolyubovo,5,DA,DA,195
1586,Obisk umetniške galerije – Leskovec pri Krškem,4,DA,DA,196
1587,Raziskovanje lokalnih obrti – Leskovec pri Krškem,5,DA,DA,196
1588,Ogled mestnih znamenitosti ponoči – Leskovec pri Krškem,3,DA,NE,196
1589,Ogled športnega objekta – Huangjiabu,5,DA,DA,197
1590,Vožnja s turističnim avtobusom – Huangjiabu,3,DA,DA,197
1591,Obisk zgodovinskega muzeja – Huangjiabu,4,DA,DA,197
1592,Večerni razgled na mesto – Xiwu,3,NE,DA,198
1593,Pokušina lokalnih sladic – Xiwu,4,DA,DA,198
1594,Obisk živalskega vrta – Xiwu,5,DA,DA,198
1595,Obisk lokalnega sejma – Viterbo,4,NE,DA,199
1596,Ogled lokalne tržnice – Viterbo,5,NE,DA,199
1597,Obisk botaničnega vrta – Viterbo,3,DA,DA,199
1598,Voden ogled starega mestnega jedra – Frederiksberg,5,NE,DA,200
1599,Ogled zgodovinskih zgradb – Frederiksberg,3,NE,DA,200
1600,Obisk akvarija – Frederiksberg,4,DA,DA,200
1601,Družinski ogled znamenitosti – Sacramento,3,DA,DA,201
1602,Koncert lokalne glasbe – Sacramento,4,DA,DA,201
1603,Voden pohod po okolici – Sacramento,5,NE,DA,201
1604,Vodena fotografska tura – Vidin,4,DA,NE,202
1605,Jutranji ogled mesta – Vidin,5,NE,DA,202
1606,Obisk zgodovinske četrti – Vidin,3,NE,DA,202
1607,Otroška ustvarjalna delavnica – Upata,5,DA,DA,203
1608,Sprehod ob reki – Upata,3,NE,DA,203
1609,Kolesarski izlet po mestu – Upata,4,NE,DA,203
1610,Ogled verske dediščine – Agara,3,NE,DA,204
1611,Vožnja z ladjico – Agara,4,DA,DA,204
1612,Večerni kulturni sprehod – Agara,5,NE,NE,204
1613,Piknik v mestnem parku – Ýdra,4,NE,DA,205
1614,Degustacija lokalnih jedi – Ýdra,5,DA,NE,205
1615,Ulična kulinarična tura – Ýdra,3,DA,NE,205
1616,Sprehod skozi mestni park – Reims,5,NE,DA,206
1617,Izlet v naravo v okolici mesta – Reims,3,NE,DA,206
1618,Arhitekturni sprehod – Reims,4,NE,DA,206
1619,Razgledna točka in fotografiranje – Mīrwāh Gorchani,3,NE,DA,207
1620,Interaktivni znanstveni center – Mīrwāh Gorchani,4,DA,DA,207
1621,Obisk mestne knjižnice – Mīrwāh Gorchani,5,NE,DA,207
1622,Plovba po reki ali jezeru – Sydney,4,DA,DA,208
1623,Obisk kulturnega centra – Sydney,5,DA,DA,208
1624,Delavnica tradicionalnih obrti – Sydney,3,DA,DA,208
1625,Raziskovanje lokalnih obrti – Guiyang,5,DA,DA,209
1626,Ogled mestnih znamenitosti ponoči – Guiyang,3,DA,NE,209
1627,Delavnica lokalne kulinarike – Guiyang,4,DA,DA,209
1628,Vožnja s turističnim avtobusom – Ili,3,DA,DA,210
1629,Obisk zgodovinskega muzeja – Ili,4,DA,DA,210
1630,Obisk umetniške galerije – Ili,5,DA,DA,210
1631,Pokušina lokalnih sladic – Xinjiezi,4,DA,DA,211
1632,Obisk živalskega vrta – Xinjiezi,5,DA,DA,211
1633,Ogled športnega objekta – Xinjiezi,3,DA,DA,211
1634,Ogled lokalne tržnice – São Domingos de Rana,5,NE,DA,212
1635,Obisk botaničnega vrta – São Domingos de Rana,3,DA,DA,212
1636,Večerni razgled na mesto – São Domingos de Rana,4,NE,DA,212
1637,Ogled zgodovinskih zgradb – Jiangtou,3,NE,DA,213
1638,Obisk akvarija – Jiangtou,4,DA,DA,213
1639,Obisk lokalnega sejma – Jiangtou,5,NE,DA,213
1640,Koncert lokalne glasbe – Ryazan’,4,DA,DA,214
1641,Voden pohod po okolici – Ryazan’,5,NE,DA,214
1642,Voden ogled starega mestnega jedra – Ryazan’,3,NE,DA,214
1643,Jutranji ogled mesta – Koloniya Zastav’ye,5,NE,DA,215
1644,Obisk zgodovinske četrti – Koloniya Zastav’ye,3,NE,DA,215
1645,Družinski ogled znamenitosti – Koloniya Zastav’ye,4,DA,DA,215
1646,Sprehod ob reki – Sasa,3,NE,DA,216
1647,Kolesarski izlet po mestu – Sasa,4,NE,DA,216
1648,Vodena fotografska tura – Sasa,5,DA,NE,216
1649,Vožnja z ladjico – Ozërsk,4,DA,DA,217
1650,Večerni kulturni sprehod – Ozërsk,5,NE,NE,217
1651,Otroška ustvarjalna delavnica – Ozërsk,3,DA,DA,217
1652,Degustacija lokalnih jedi – Karagay,5,DA,NE,218
1653,Ulična kulinarična tura – Karagay,3,DA,NE,218
1654,Ogled verske dediščine – Karagay,4,NE,DA,218
1655,Izlet v naravo v okolici mesta – Bom Despacho,3,NE,DA,219
1656,Arhitekturni sprehod – Bom Despacho,4,NE,DA,219
1657,Piknik v mestnem parku – Bom Despacho,5,NE,DA,219
1658,Interaktivni znanstveni center – Carcassonne,4,DA,DA,220
1659,Obisk mestne knjižnice – Carcassonne,5,NE,DA,220
1660,Sprehod skozi mestni park – Carcassonne,3,NE,DA,220
1661,Obisk kulturnega centra – Senovo,5,DA,DA,221
1662,Delavnica tradicionalnih obrti – Senovo,3,DA,DA,221
1663,Razgledna točka in fotografiranje – Senovo,4,NE,DA,221
